x,y
1082,1.677802
1083,1.705202
1084,1.685055
1085,1.721319
1086,1.76967
1087,1.754359
1088,1.772088
1089,1.810769
1090,1.828498
1091,1.813993
1092,1.863956
1093,1.899414
1094,1.889744
1095,1.919561
1096,1.975971
1097,1.988865
1098,2.022711
1099,2.082344
1100,2.109744
1101,2.113773
1102,2.150843
1103,2.174212
1104,2.13956
1105,2.132308
1106,2.151649
1107,2.092015
1108,2.041245
1109,2.038022
1110,1.978388
1111,1.901832
1112,1.881685
1113,1.827692
1114,1.721319
1115,1.67055
1116,1.63348
1117,1.574652
1118,1.520659
1119,1.521465
1120,1.494872
1121,1.459414
1122,1.482784
1123,1.494066
1124,1.473919
1125,1.488425
1126,1.510989
1127,1.496484
1128,1.488425
1129,1.527106
1130,1.531136
1131,1.507766
1132,1.53033
1133,1.536777
1134,1.515824
1135,1.523883
1136,1.543224
1137,1.519048
1138,1.504542
1139,1.528718
1140,1.512601
1141,1.537582
1142,1.543224
1143,1.518242
1144,1.53033
1145,1.577875
1146,1.579487
1147,1.561758
1148,1.572234
1149,1.581099
1150,1.601245
1151,1.672161
1152,1.681832
1153,1.605275
1154,1.568205
1155,1.559341
1156,1.519048
1157,1.485201
1158,1.465861
1159,1.441685
1160,1.43685
1161,1.473919
1162,1.488425
1163,1.462637
1164,1.475531
1165,1.504542
1166,1.538388
1167,1.708425
1168,1.952601
1169,2.345055
1170,2.586007
1171,2.459487
1172,1.823663
1173,1.094359
1174,0.494799
1175,0.174066
1176,0.540733
1177,1.145934
1178,1.525494
1179,1.603663
1180,1.593187
1181,1.642344
1182,1.664909
1183,1.64315
1184,1.68989
1185,1.745495
1186,1.718901
1187,1.739048
1188,1.780147
1189,1.79304
1190,1.797876
1191,1.852674
1192,1.874432
1193,1.860733
1194,1.911502
1195,1.944542
1196,1.953407
1197,1.976777
1198,2.05978
1199,2.065421
1200,2.071868
1201,2.149231
1202,2.184689
1203,2.181465
1204,2.236264
1205,2.287839
1206,2.255605
1207,2.211282
1208,2.228205
1209,2.189524
1210,2.112967
1211,2.097656
1212,2.055751
1213,1.975971
1214,1.939707
1215,1.896191
1216,1.789817
1217,1.706007
1218,1.652821
1219,1.580293
1220,1.543224
1221,1.544835
1222,1.528718
1223,1.492454
1224,1.517436
1225,1.543224
1226,1.505348
1227,1.495678
1228,1.520659
1229,1.50696
1230,1.519048
1231,1.550476
1232,1.51663
1233,1.477143
1234,1.50293
1235,1.527106
1236,1.512601
1237,1.525494
1238,1.551282
1239,1.525494
1240,1.558535
1241,1.585128
1242,1.536777
1243,1.50293
1244,1.501319
1245,1.491648
1246,1.465861
1247,1.484396
1248,1.533553
1249,1.536777
1250,1.54967
1251,1.585128
1252,1.602857
1253,1.591575
1254,1.62381
1255,1.681026
1256,1.656044
1257,1.628645
1258,1.612527
1259,1.57707
1260,1.536777
1261,1.556117
1262,1.517436
1263,1.463443
1264,1.477949
1265,1.481978
1266,1.462637
1267,1.469084
1268,1.489231
1269,1.477949
1270,1.485201
1271,1.644762
1272,1.855092
1273,2.108132
1274,2.495751
1275,2.529597
1276,2.011429
1277,1.253919
1278,0.752674
1279,0.269963
1280,0.307033
1281,0.802637
1282,1.255531
1283,1.456996
1284,1.552894
1285,1.594799
1286,1.591575
1287,1.630256
1288,1.673773
1289,1.644762
1290,1.64315
1291,1.695531
1292,1.712454
1293,1.689084
1294,1.744689
1295,1.766447
1296,1.734213
1297,1.756777
1298,1.818022
1299,1.814799
1300,1.818022
1301,1.869597
1302,1.909084
1303,1.958242
1304,2.021905
1305,2.048498
1306,2.033187
1307,2.074286
1308,2.145201
1309,2.165348
1310,2.140366
1311,2.131502
1312,2.113773
1313,2.08718
1314,2.084762
1315,2.067839
1316,1.991282
1317,1.943736
1318,1.92359
1319,1.846227
1320,1.781758
1321,1.749524
1322,1.655238
1323,1.569011
1324,1.581905
1325,1.569817
1326,1.494872
1327,1.462637
1328,1.476337
1329,1.445714
1330,1.432821
1331,1.465861
1332,1.461026
1333,1.473114
1334,1.525494
1335,1.523883
1336,1.492454
1337,1.520659
1338,1.531136
1339,1.491648
1340,1.510183
1341,1.536777
1342,1.498095
1343,1.494872
1344,1.559341
1345,1.555311
1346,1.476337
1347,1.480366
1348,1.504542
1349,1.45619
1350,1.44652
1351,1.484396
1352,1.49326
1353,1.507766
1354,1.542418
1355,1.527912
1356,1.499707
1357,1.560147
1358,1.609304
1359,1.59641
1360,1.58674
1361,1.57707
1362,1.542418
1363,1.490037
1364,1.486813
1365,1.494872
1366,1.475531
1367,1.467473
1368,1.531136
1369,1.535971
1370,1.488425
1371,1.490037
1372,1.505348
1373,1.540806
1374,1.724542
1375,1.934066
1376,2.24674
1377,2.596483
1378,2.597289
1379,2.061392
1380,1.327253
1381,0.811502
1382,0.341685
1383,0.50044
1384,1.124176
1385,1.544835
1386,1.643956
1387,1.692308
1388,1.735018
1389,1.765641
1390,1.794652
1391,1.814799
1392,1.784982
1393,1.76967
1394,1.827692
1395,1.869597
1396,1.824469
1397,1.841392
1398,1.88652
1399,1.889744
1400,1.934066
1401,1.95663
1402,1.926007
1403,1.925202
1404,1.988865
1405,2.021099
1406,2.054139
1407,2.081538
1408,2.095238
1409,2.121026
1410,2.175018
1411,2.237875
1412,2.221758
1413,2.204029
1414,2.243516
1415,2.263663
1416,2.197582
1417,2.146007
1418,2.12989
1419,2.055751
1420,1.984029
1421,1.950183
1422,1.897802
1423,1.858315
1424,1.764029
1425,1.60044
1426,1.514212
1427,1.511795
1428,1.486007
1429,1.450549
1430,1.420733
1431,1.451355
1432,1.462637
1433,1.427179
1434,1.414286
1435,1.423956
1436,1.450549
1437,1.49326
1438,1.452967
1439,1.370769
1440,1.382051
1441,1.475531
1442,1.43685
1443,1.387692
1444,1.409451
1445,1.411868
1446,1.40381
1447,1.448132
1448,1.466667
1449,1.427179
1450,1.462637
1451,1.41348
1452,1.365934
1453,1.364322
1454,1.394945
1455,1.417509
1456,1.432821
1457,1.455385
1458,1.449744
1459,1.455385
1460,1.468278
1461,1.454579
1462,1.435238
1463,1.44652
1464,1.461026
1465,1.481978
1466,1.535165
1467,1.601245
1468,1.589963
1469,1.559341
1470,1.565788
1471,1.602857
1472,1.533553
1473,1.451355
1474,1.420733
1475,1.415897
1476,1.469084
1477,1.507766
1478,1.451355
1479,1.419927
1480,1.494872
1481,1.565788
1482,1.527912
1483,1.608498
1484,1.850256
1485,2.100879
1486,2.384542
1487,2.552161
1488,2.232234
1489,1.414286
1490,0.836484
1491,0.327179
1492,0.36989
1493,0.924322
1494,1.325641
1495,1.487619
1496,1.550476
1497,1.636703
1498,1.688278
1499,1.589963
1500,1.610916
1501,1.652821
1502,1.664909
1503,1.679414
1504,1.717289
1505,1.756777
1506,1.869597
1507,1.855898
1508,1.7737
1509,1.747912
1510,1.804322
1511,1.780147
1512,1.775311
1513,1.754359
1514,1.785788
1515,1.847839
1516,1.917949
1517,1.945348
1518,1.992088
1519,2.062198
1520,2.187912
1521,2.112967
1522,1.962271
1523,1.964689
1524,2.02674
1525,2.031575
1526,1.984029
1527,1.973553
1528,1.992088
1529,1.941319
1530,1.789817
1531,1.724542
1532,1.669744
1533,1.615751
1534,1.533553
1535,1.424762
1536,1.409451
1537,1.453773
1538,1.417509
1539,1.373187
1540,1.3337
1541,1.288571
1542,1.348205
1543,1.414286
1544,1.374799
1545,1.336117
1546,1.410256
1547,1.473919
1548,1.401392
1549,1.386886
1550,1.409451
1551,1.449744
1552,1.463443
1553,1.473919
1554,1.430403
1555,1.371575
1556,1.39978
1557,1.440073
1558,1.419927
1559,1.428791
1560,1.427179
1561,1.411062
1562,1.481172
1563,1.495678
1564,1.428791
1565,1.340147
1566,1.335311
1567,1.400586
1568,1.393333
1569,1.398169
1570,1.424762
1571,1.478755
1572,1.486813
1573,1.401392
1574,1.32967
1575,1.444908
1576,1.523883
1577,1.440879
1578,1.370769
1579,1.438462
1580,1.542418
1581,1.560952
1582,1.557729
1583,1.546447
1584,1.514212
1585,1.436044
1586,1.467473
1587,1.538388
1588,1.443297
1589,1.330476
1590,1.324029
1591,1.409451
1592,1.424762
1593,1.429597
1594,1.499707
1595,1.459414
1596,1.54
1597,1.772088
1598,2.010623
1599,2.395824
1600,2.569084
1601,2.26044
1602,1.524689
1603,0.938828
1604,0.395678
1605,0.344908
1606,0.839707
1607,1.261172
1608,1.485201
1609,1.632674
1610,1.64315
1611,1.588352
1612,1.622198
1613,1.710843
1614,1.725348
1615,1.724542
1616,1.7737
1617,1.784982
1618,1.789817
1619,1.85348
1620,1.872821
1621,1.855898
1622,1.901832
1623,1.831722
1624,1.901832
1625,1.976777
1626,1.98
1627,1.983224
1628,2.041245
1629,2.100879
1630,2.107326
1631,2.16696
1632,2.245934
1633,2.24674
1634,2.230623
1635,2.312015
1636,2.263663
1637,2.13956
1638,2.105714
1639,2.118608
1640,2.071868
1641,2.025128
1642,1.995311
1643,1.937289
1644,1.872821
1645,1.83011
1646,1.777729
1647,1.723736
1648,1.618168
1649,1.540806
1650,1.541612
1651,1.593187
1652,1.49326
1653,1.436044
1654,1.467473
1655,1.559341
1656,1.572234
1657,1.504542
1658,1.48359
1659,1.492454
1660,1.50696
1661,1.533553
1662,1.552088
1663,1.533553
1664,1.573846
1665,1.675385
1666,1.631868
1667,1.491648
1668,1.488425
1669,1.531136
1670,1.533553
1671,1.56337
1672,1.577875
1673,1.5263
1674,1.504542
1675,1.544835
1676,1.592381
1677,1.555311
1678,1.512601
1679,1.504542
1680,1.519048
1681,1.57707
1682,1.649597
1683,1.564982
1684,1.465055
1685,1.501319
1686,1.544835
1687,1.539194
1688,1.560147
1689,1.576264
1690,1.567399
1691,1.591575
1692,1.601245
1693,1.585128
1694,1.625421
1695,1.67055
1696,1.521465
1697,1.473919
1698,1.54967
1699,1.593993
1700,1.587546
1701,1.614139
1702,1.635092
1703,1.636703
1704,1.656044
1705,1.674579
1706,1.612527
1707,1.649597
1708,1.778535
1709,1.755971
1710,1.631868
1711,1.624615
1712,1.642344
1713,1.630256
1714,1.613333
1715,1.610916
1716,1.570623
1717,1.542418
1718,1.578681
1719,1.581905
1720,1.536777
1721,1.5537
1722,1.592381
1723,1.578681
1724,1.672161
1725,1.920366
1726,2.151649
1727,2.484469
1728,2.677876
1729,2.483663
1730,1.846227
1731,1.216044
1732,0.581026
1733,0.325568
1734,0.779267
1735,1.365934
1736,1.636703
1737,1.676191
1738,1.696337
1739,1.727766
1740,1.798681
1741,1.855898
1742,1.801099
1743,1.79304
1744,1.882491
1745,1.913919
1746,1.817216
1747,1.852674
1748,1.913114
1749,1.909084
1750,1.925202
1751,1.983224
1752,1.97033
1753,1.959854
1754,2.034799
1755,2.11619
1756,2.085568
1757,2.06381
1758,2.104103
1759,2.147619
1760,2.228205
1761,2.299927
1762,2.277363
1763,2.262857
1764,2.281392
1765,2.268498
1766,2.203223
1767,2.175018
1768,2.155678
1769,2.101685
1770,2.070256
1771,2.038828
1772,1.926813
1773,1.892161
1774,1.827692
1775,1.711648
1776,1.665714
1777,1.676191
1778,1.608498
1779,1.565788
1780,1.571429
1781,1.554505
1782,1.519853
1783,1.527912
1784,1.569011
1785,1.556117
1786,1.545641
1787,1.591575
1788,1.589963
1789,1.565788
1790,1.589963
1791,1.610916
1792,1.593993
1793,1.599634
1794,1.606887
1795,1.589963
1796,1.552894
1797,1.594799
1798,1.527106
1799,1.531941
1800,1.547253
1801,1.552894
1802,1.580293
1803,1.54967
1804,1.498901
1805,1.490037
1806,1.543224
1807,1.566593
1808,1.504542
1809,1.536777
1810,1.581905
1811,1.481978
1812,1.452967
1813,1.504542
1814,1.525494
1815,1.528718
1816,1.515824
1817,1.541612
1818,1.607692
1819,1.566593
1820,1.507766
1821,1.543224
1822,1.561758
1823,1.531136
1824,1.554505
1825,1.592381
1826,1.576264
1827,1.56337
1828,1.585128
1829,1.610916
1830,1.607692
1831,1.614139
1832,1.631868
1833,1.630256
1834,1.649597
1835,1.656044
1836,1.650403
1837,1.678608
1838,1.714066
1839,1.685055
1840,1.598022
1841,1.599634
1842,1.62381
1843,1.589963
1844,1.555311
1845,1.54
1846,1.525494
1847,1.541612
1848,1.542418
1849,1.551282
1850,1.556923
1851,1.59641
1852,1.634286
1853,1.738242
1854,1.860733
1855,2.216923
1856,2.610989
1857,2.708498
1858,2.345055
1859,1.650403
1860,0.975897
1861,0.359414
1862,0.368278
1863,0.928352
1864,1.441685
1865,1.677802
1866,1.631868
1867,1.604469
1868,1.684249
1869,1.722125
1870,1.685055
1871,1.729377
1872,1.781758
1873,1.766447
