x,y
142,3.247619
143,3.245202
144,3.248425
145,3.246007
146,3.249231
147,3.246007
148,3.246813
149,3.247619
150,3.248425
151,3.247619
152,3.246813
153,3.248425
154,3.246007
155,3.247619
156,3.248425
157,3.249231
158,3.245202
159,3.246813
160,3.248425
161,3.246813
162,3.249231
163,3.247619
164,3.245202
165,3.247619
166,3.250037
167,3.247619
168,3.246007
169,3.248425
170,3.246813
171,3.248425
172,3.247619
173,3.245202
174,3.248425
175,3.249231
176,3.246007
177,3.247619
178,3.246007
179,3.248425
180,3.247619
181,3.246007
182,3.246813
183,3.248425
184,3.246007
185,3.247619
186,3.248425
187,3.244395
188,3.246813
189,3.248425
190,3.246813
191,3.246007
192,3.248425
193,3.246813
194,3.246007
195,3.246813
196,3.249231
197,3.246007
198,3.246813
199,3.248425
200,3.246007
201,3.248425
202,3.246813
203,3.248425
204,3.246007
205,3.248425
206,3.247619
207,3.248425
208,3.246007
209,3.246813
210,3.247619
211,3.246813
212,3.247619
213,3.246007
214,3.248425
215,3.247619
216,3.248425
217,3.246007
218,3.248425
219,3.245202
220,3.247619
221,3.246007
222,3.248425
223,3.246813
224,3.247619
225,3.245202
226,3.248425
227,3.246007
228,3.248425
229,3.245202
230,3.248425
231,3.246007
232,3.248425
233,3.245202
234,3.248425
235,3.249231
236,3.248425
237,3.247619
238,3.250843
239,3.246007
240,3.248425
241,3.246813
242,3.250843
243,3.248425
244,3.246813
245,3.248425
246,3.247619
247,3.246007
248,3.248425
249,3.244395
250,3.247619
251,3.248425
252,3.246813
253,3.246007
254,3.247619
255,3.246813
256,3.248425
257,3.246813
258,3.248425
259,3.247619
260,3.246813
261,3.248425
262,3.246007
263,3.246813
264,3.247619
265,3.248425
266,3.246813
267,3.245202
268,3.246007
269,3.247619
270,3.246007
271,3.248425
272,3.247619
273,3.246007
274,3.246813
275,3.245202
276,3.248425
277,3.245202
278,3.246007
279,3.247619
280,3.248425
281,3.247619
282,3.246007
283,3.245202
284,3.248425
285,3.246813
286,3.248425
287,3.247619
288,3.248425
289,3.246007
290,3.246813
291,3.248425
292,3.246007
293,3.245202
294,3.247619
295,3.245202
296,3.246813
297,3.249231
298,3.246813
299,3.248425
300,3.245202
301,3.247619
302,3.248425
303,3.246007
304,3.245202
305,3.248425
306,3.247619
307,3.248425
308,3.246813
309,3.247619
310,3.249231
311,3.247619
312,3.246007
313,3.248425
314,3.246007
315,3.248425
316,3.247619
317,3.246007
318,3.246813
319,3.245202
320,3.246007
321,3.247619
322,3.250843
323,3.248425
324,3.246007
325,3.248425
326,3.246813
327,3.247619
328,3.248425
329,3.246007
330,3.246813
331,3.248425
332,3.246813
333,3.247619
334,3.246813
335,3.248425
336,3.246007
337,3.248425
338,3.246007
339,3.247619
340,3.246813
341,3.248425
342,3.246813
343,3.248425
344,3.247619
345,3.246007
346,3.247619
347,3.248425
348,3.247619
349,3.246007
350,3.249231
351,3.248425
352,3.247619
353,3.246007
354,3.246813
355,3.248425
356,3.246813
357,3.246007
358,3.246813
359,2.898681
360,2.805202
361,3.248425
362,3.238755
363,0.469011
364,0.608425
365,2.507839
366,1.416703
367,0.637436
368,1.894579
369,2.430476
370,0.435165
371,1.059707
372,2.548938
373,0.411795
374,0.481099
375,2.482051
376,1.342564
377,0.46337
378,1.892161
379,2.442564
380,0.419854
381,1.052454
382,2.53282
383,0.395678
384,0.495604
385,2.465128
386,1.357875
387,0.468205
388,1.849451
389,2.471575
390,0.435971
391,1.025861
392,2.532015
393,0.377949
394,0.520586
395,2.508645
396,1.277289
397,0.422271
398,1.888132
399,2.418388
400,0.450476
401,1.082271
402,2.549744
403,0.404542
404,0.490769
405,2.498168
406,1.289377
407,0.456923
408,1.874432
409,2.447399
410,0.563297
411,1.012967
412,2.479634
413,0.413407
414,0.592308
415,2.507839
416,1.391722
417,0.561685
418,1.919561
419,2.447399
420,0.423077
421,0.917876
422,2.528791
423,0.392454
424,0.456117
425,2.485275
426,1.426374
427,0.440806
428,1.799487
429,2.436117
430,0.417436
431,0.909817
432,2.529597
433,0.407766
434,0.461758
435,2.504616
436,1.411062
437,0.446447
438,1.810769
439,2.427253
440,0.442418
441,0.908205
442,2.540073
443,0.415824
444,0.448864
445,2.473187
446,1.423956
447,0.445641
448,1.784982
449,2.444176
450,0.427912
451,0.894506
452,2.530403
453,0.408571
454,0.459341
455,2.464322
456,1.424762
457,0.593114
458,1.854286
459,2.440953
460,0.51011
461,0.933993
462,2.459487
463,0.415018
464,0.508498
465,2.411136
466,1.435238
467,0.590696
468,1.831722
469,2.456264
470,0.481905
471,0.892088
472,2.473187
473,0.374725
474,0.542344
475,2.440953
476,1.435238
477,0.527839
478,1.823663
479,2.45304
480,0.446447
481,0.894506
482,2.507033
483,0.395678
484,0.436777
485,2.47641
486,1.481172
487,0.460952
488,1.782564
489,2.42967
490,0.404542
491,0.890476
492,2.524762
493,0.394066
494,0.48674
495,2.497363
496,1.482784
497,0.480293
498,1.760806
499,2.449011
500,0.440806
501,0.883223
502,2.524762
503,0.398901
504,0.44967
505,2.49011
506,1.548864
507,0.47707
508,1.766447
509,2.407912
510,0.410183
511,0.884029
512,2.517509
513,0.395678
514,0.482711
515,2.498974
516,1.500513
517,0.444029
518,1.785788
519,2.430476
520,0.423077
521,0.874359
522,2.515898
523,0.407766
524,0.516557
525,2.44337
526,1.503736
527,0.569744
528,1.83011
529,2.468352
530,0.506081
531,0.884029
532,2.505421
533,0.402125
534,0.521392
535,2.475605
536,1.51663
537,0.437582
538,1.7737
539,2.42
540,0.423077
541,0.867106
542,2.511062
543,0.39326
544,0.477875
545,2.486081
546,1.482784
547,0.456923
548,1.764029
549,2.444176
550,0.421465
551,0.869524
552,2.51348
553,0.382784
554,0.429524
555,2.463516
556,1.501319
557,0.467399
558,1.749524
559,2.445788
560,0.438388
561,0.829231
562,2.503809
563,0.408571
564,0.442418
565,2.49978
566,1.557729
567,0.498828
568,1.753553
569,2.430476
570,0.423077
571,0.885641
572,2.51348
573,0.40696
574,0.532674
575,2.469157
576,1.504542
577,0.592308
578,1.822857
579,2.45304
580,0.43033
581,0.849377
582,2.515092
583,0.390842
584,0.431136
585,2.461905
586,1.507766
587,0.442418
588,1.738242
589,2.428864
590,0.428718
591,0.84696
592,2.502198
593,0.398901
594,0.469817
595,2.503809
596,1.54
597,0.471429
598,1.745495
599,2.425641
600,0.427106
601,0.846154
602,2.530403
603,0.410183
604,0.460147
605,2.484469
606,1.560147
607,0.487546
608,1.751941
609,2.428059
610,0.506886
611,0.880806
612,2.451429
613,0.392454
614,0.559267
615,2.481246
616,1.574652
617,0.606007
618,1.800293
619,2.441758
620,0.481099
621,0.855018
622,2.469157
623,0.391648
624,0.51011
625,2.489304
626,1.646374
627,0.544762
628,1.805934
629,2.427253
630,0.481099
631,0.843736
632,2.430476
633,0.376337
634,0.464982
635,2.495751
636,1.647179
637,0.47304
638,1.734213
639,2.436117
640,0.44967
641,0.822784
642,2.511062
643,0.412601
644,0.435165
645,2.491722
646,1.672161
647,0.380366
648,1.653626
649,2.425641
650,0.423077
651,0.83326
652,2.52315
653,0.409377
654,0.464176
655,2.472381
656,1.647985
657,0.505275
658,1.712454
659,2.44337
660,0.435165
661,0.815531
662,2.500586
663,0.390842
664,0.439194
665,2.471575
666,1.697143
667,0.348132
668,1.627033
669,2.553773
670,0.429524
671,0.843736
672,2.52315
673,0.403736
674,0.461758
675,2.494945
676,1.652821
677,0.493993
678,1.697949
679,2.394212
680,0.522198
681,0.838901
682,2.504616
683,0.407766
684,0.452894
685,2.461099
686,1.691502
687,0.352967
688,1.629451
689,2.557802
690,0.44
691,0.824396
692,2.509451
693,0.40696
694,0.457729
695,2.487692
696,1.701172
697,0.386007
698,1.636703
699,2.533626
700,0.44
701,0.830037
702,2.503809
703,0.392454
704,0.421465
705,2.461099
706,1.710843
707,0.36989
708,1.617363
709,2.54652
710,0.444029
711,0.815531
712,2.517509
713,0.400513
714,0.468205
715,2.490916
716,1.676996
717,0.493993
718,1.707619
719,2.446594
720,0.492381
721,0.847766
722,2.474799
723,0.398901
724,0.506886
725,2.449011
726,1.711648
727,0.478681
728,1.685055
729,2.41033
730,0.431941
731,0.801026
732,2.510257
733,0.403736
734,0.481099
735,2.497363
736,1.724542
737,0.357802
738,1.62381
739,2.56022
740,0.446447
741,0.817949
742,2.524762
743,0.392454
744,0.440806
745,2.478022
746,1.730989
747,0.376337
748,1.607692
749,2.54652
750,0.451282
751,0.812308
752,2.502198
753,0.389231
754,0.4263
755,2.482857
756,1.720513
757,0.390037
758,1.606887
759,2.576337
760,0.467399
761,0.802637
762,2.49011
763,0.405348
764,0.431136
765,2.474799
766,1.762418
767,0.373919
768,1.618974
769,2.542491
770,0.498828
771,0.81956
772,2.481246
773,0.394872
774,0.493993
775,2.475605
776,1.726154
777,0.507692
778,1.661685
779,2.425641
780,0.456117
781,0.811502
782,2.374872
783,0.398095
784,0.498828
785,2.478022
786,1.775311
787,0.526227
788,1.627033
789,2.522344
790,0.408571
791,0.801831
792,2.497363
793,0.387619
794,0.435971
795,2.462711
796,1.733407
797,0.342491
798,1.599634
799,2.568278
800,0.473846
801,0.801831
802,2.500586
803,0.390037
804,0.437582
805,2.502198
806,1.763224
807,0.375531
808,1.585128
809,2.544103
810,0.423077
811,0.822784
812,2.504616
813,0.413407
814,0.432747
815,2.472381
816,1.779341
817,0.368278
818,1.578681
819,2.561831
820,0.47707
821,0.772821
822,2.511868
823,0.408571
824,0.454506
825,2.498974
826,1.755165
827,0.376337
828,1.588352
829,2.484469
830,0.50044
831,0.830843
832,2.440147
833,0.415018
834,0.480293
835,2.486887
836,1.756777
837,0.564103
838,1.689084
839,2.412747
840,0.413407
841,0.838901
842,2.507839
843,0.398901
844,0.455311
845,2.489304
846,1.733407
847,0.410183
848,1.652821
849,2.447399
850,0.455311
851,0.814725
852,2.488498
853,0.392454
854,0.437582
855,2.468352
856,1.734213
857,0.392454
858,1.62381
859,2.536044
860,0.440806
861,0.845348
862,2.504616
863,0.401319
864,0.442418
865,2.478022
866,1.721319
867,0.413407
868,1.631868
869,2.581172
870,0.468205
871,0.811502
872,2.478022
873,0.399707
874,0.459341
875,2.420806
876,1.76
877,0.526227
878,1.649597
879,2.53685
880,0.489158
881,0.782491
882,2.440953
883,0.410989
884,0.469817
885,2.452235
886,1.790623
887,0.54315
888,1.648791
889,2.552161
890,0.497216
891,0.815531
892,2.411942
893,0.418242
894,0.506886
895,2.478828
896,1.805934
897,0.544762
898,1.61978
899,2.536044
900,0.432747
901,0.829231
902,2.486081
903,0.37956
904,0.428718
905,2.486887
906,1.786593
907,0.423077
908,1.585128
909,2.581172
910,0.482711
911,0.808278
912,2.506227
913,0.403736
914,0.427912
915,2.489304
916,1.791429
917,0.391648
918,1.597216
919,2.530403
920,0.417436
921,0.850183
922,2.481246
923,0.41663
924,0.452894
925,2.493333
926,1.821246
927,0.414212
928,1.602051
929,2.563443
930,0.47707
931,0.764762
932,2.520733
933,0.398901
934,0.465788
935,2.493333
936,1.798681
937,0.388425
938,1.620586
939,2.557802
940,0.434359
941,0.838095
942,2.471575
943,0.390842
944,0.465788
945,2.461099
946,1.83978
947,0.505275
948,1.607692
949,2.562637
950,0.435165
951,0.807473
952,2.516703
953,0.394872
954,0.467399
955,2.491722
956,1.801099
957,0.358608
958,1.589963
959,2.552161
960,0.440806
961,0.808278
962,2.511062
963,0.405348
964,0.40696
965,2.470769
966,1.831722
967,0.380366
968,1.594799
969,2.545714
970,0.470623
971,0.766374
972,2.511868
973,0.400513
974,0.473846
975,2.482051
976,1.85348
977,0.377949
978,1.591575
979,2.552161
980,0.4263
981,0.803443
982,2.504616
983,0.390037
984,0.47304
985,2.407106
986,1.838169
987,0.523004
988,1.565788
989,2.536044
990,0.474652
991,0.777656
992,2.511062
993,0.405348
994,0.439194
995,2.488498
996,1.849451
997,0.376337
998,1.581905
999,2.553773
1000,0.424689
1001,0.785714
1002,2.510257
1003,0.418242
1004,0.442418
1005,2.494139
1006,1.883297
1007,0.39326
1008,1.552894
1009,2.555385
1010,0.452894
1011,0.727692
1012,2.498168
1013,0.413407
1014,0.456923
1015,2.495751
1016,1.881685
1017,0.365055
1018,1.559341
1019,2.516703
1020,0.408571
1021,0.77685
1022,2.518315
1023,0.408571
1024,0.477875
1025,2.449011
1026,1.913919
1027,0.381172
1028,1.564176
1029,2.53282
1030,0.403736
1031,0.756703
1032,2.501392
1033,0.429524
1034,0.43033
1035,2.490916
1036,1.891355
1037,0.387619
1038,1.53033
1039,2.558608
1040,0.461758
1041,0.703516
1042,2.490916
1043,0.43033
1044,0.407766
1045,2.493333
1046,1.944542
1047,0.516557
1048,1.556117
1049,2.52315
1050,0.441612
1051,0.766374
1052,2.390989
1053,0.447253
1054,0.435971
1055,2.471575
1056,1.94293
1057,0.377143
1058,1.510989
1059,2.536044
1060,0.450476
1061,0.69304
1062,2.497363
1063,0.422271
1064,0.468205
1065,2.484469
1066,1.912308
1067,0.376337
1068,1.53033
1069,2.540879
1070,0.417436
1071,0.708352
1072,2.504616
1073,0.444029
1074,0.401319
1075,2.455458
1076,1.950989
1077,0.38359
1078,1.542418
1079,2.538462
1080,0.403736
1081,0.708352
1082,2.507839
1083,0.446447
1084,0.454506
1085,2.49011
1086,1.94293
1087,0.425495
1088,1.488425
1089,2.579561
1090,0.47304
1091,0.693846
1092,2.488498
1093,0.444029
1094,0.405348
1095,2.494945
1096,1.954213
1097,0.402125
1098,1.507766
1099,2.51348
1100,0.382784
1101,0.707546
1102,2.469157
1103,0.468205
1104,0.401319
1105,2.450623
1106,1.975165
1107,0.4263
1108,1.514212
1109,2.557802
1110,0.459341
